name,rest_id,city,area,rating,cuisine,cost_for_two,del_time,max_del_time,min_del_time,loc,disc_meta,disc_type,disc_op_type,fee,menu_link,slug
The Lakefront Kitchen,132550,1,Kudlu Gate,3.6,"['Indian', 'Chinese', 'Tandoor', 'Grill']",220.0,44,44,44,Central Jail Road,,,,28.0,,the-lakefront-kitchen-central-jail-road-bellandur-sarjapur
Lassi Cafe,117980,1,Kudlu Gate,4.2,"['North Indian', 'Desserts', 'Fast Food', 'Beverages']",250.0,36,36,36,Harlur,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0.0,,lassi-cafe-kudlu_gate
The Farmer's Son,202176,1,Kudlu Gate,--,"['Beverages', 'Juices', 'Healthy Food']",200.0,22,22,22,"Haralur Road, Kudlu Rd",25% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,the-farmers-son-new-area-test-prod-area-2
Koyla's,86996,1,HSR,3.9,"['North Indian', 'Fast Food', 'Mughlai', 'Seafood', 'Kebabs']",250.0,37,37,37,"19th main road, 2nd sector",50% off | Use SWIGGYIT,Percentage,RESTAURANT,28.0,,koyla-marathahalli-marathahalli
Embassy Dhaba,254401,1,Kudlu Gate,--,['Indian'],300.0,22,22,22,Kudlu Gate,,,,25.0,,embassy-dhaba-kudlu-gate-kudlu-gate
Khichadi Club,340889,1,HSR,--,['Home Food'],250.0,48,48,48,HSR,40% off | Use SWIGGYIT,Percentage,RESTAURANT,28.0,,one-dollar-khichdi-hsr-hsr
Shanmukha Restaurant,256577,1,HSR,4.0,"['Biryani', 'Hyderabadi', 'Andhra', 'North Indian', 'South Indian', 'Chinese', 'Tandoor', 'Seafood', 'Beverages']",300.0,37,37,37,HSR,40% off | Use SWIGGYIT,Percentage,RESTAURANT,0.0,,shanmukha-restaurant-hsr-hsr
NH8,142463,1,Kudlu Gate,--,"['North Indian', 'Rajasthani', 'Chaat']",200.0,40,40,40,Haralur Road,,,,25.0,,nh8-hsr
Sardarji Londonwaley,151043,1,Kudlu Gate,4.1,"['North Indian', 'Chinese', 'Indian', 'Mughlai', 'Biryani']",300.0,31,31,31,Arekere,60% off | Use DEAL60,Percentage,RESTAURANT,0.0,,sardarji-londonwaley-hsr-2
Curry On Tikka,332520,1,HSR,4.1,"['North Indian', 'Punjabi', 'Mughlai', 'Thalis', 'Tandoor', 'Biryani', 'Beverages']",350.0,43,43,43,HSR,40% off | Use SWIGGYIT,Percentage,RESTAURANT,28.0,,curry-on-tikka-hsr-hsr
homely,66864,1,Kudlu Gate,4.1,"['Home Food', 'North Indian', 'South Indian', 'Healthy Food', 'Beverages', 'Chettinad', 'Combo', 'Desserts', 'Hyderabadi', 'Indian', 'Lucknowi', 'Maharashtrian', 'Mangalorean', 'Punjabi', 'Rajasthani', 'Snacks', 'Sweets', 'Thalis']",200.0,26,26,26,Haralakunte Village,50% off | Use SPECIALS,Percentage,RESTAURANT,0.0,,homely-kudlu-gate-test-prod-area
Polar Bear,159251,1,Kudlu Gate,4.6,['Desserts'],300.0,22,22,22,Haralur,,,,25.0,,polar-bear-bellandur-sarjapur
Meal Singh,268323,1,Kudlu Gate,4.1,"['Healthy Food', 'Home Food', 'Indian', 'Thalis', 'Combo']",250.0,33,33,33,Kudlu Gate,40% off | Use SWIGGYIT,Percentage,RESTAURANT,0.0,,meal-singh-kudlu-gate-kudlu-gate
Little Paradise Express,330545,1,HSR,4.1,"['Biryani', 'North Indian', 'Andhra', 'Chinese']",200.0,30,30,30,HSR,20% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,little-paradise-express-hsr-hsr
Singh Da Pind,294144,1,HSR,4.1,"['Punjabi', 'North Indian', 'Chinese', 'Mughlai']",400.0,34,34,34,HSR Layout,30% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,singh-da-pind-kudlu-gate-kudlu-gate
Rolls On Wheels,1308,1,HSR,3.9,['Fast Food'],300.0,36,36,36,Opposite NIFT College,60% off | Use DEAL60,Percentage,RESTAURANT,0.0,,rolls-on-wheels-opposite-nift-college-hsr
The Bowl Company,146387,1,Kudlu Gate,4.1,"['Continental', 'North Indian', 'Pan-Asian', 'Desserts', 'American', 'Asian', 'Beverages', 'Biryani', 'Chinese', 'Combo', 'European', 'Fast Food', 'Grill', 'Hyderabadi', 'Indian', 'Italian', 'Kebabs', 'Lucknowi', 'Mediterranean', 'Mexican', 'Mughlai', 'Oriental', 'Pas']",300.0,30,30,30,Kudlu,50% off | Use SPECIALS,Percentage,RESTAURANT,27.0,,the-bowl-company-kudlu-gate
Biryani Rooh-e-Khaas,151050,1,Kudlu Gate,--,"['Mughlai', 'Biryani']",300.0,28,28,28,HSR Layout,,,,25.0,,biryani-rooh-e-khaas-hsr
Mughal Treat,5770,1,HSR,4.1,"['Arabian', 'Chinese']",400.0,32,32,32,Sector 2,,,,25.0,,mughal-treat-hsr
Kadavu Shappu Curry's,118468,1,Kudlu Gate,4.3,"['Kerala', 'Biryani', 'Chinese', 'North Indian']",200.0,33,33,33,Muneshwara nagar,20% off on orders above ₹300,Percentage,RESTAURANT,25.0,,kadavu-shappu-curry39s-hsr
The Naidu Biryani,237372,1,Kudlu Gate,--,"['Biryani', 'South Indian', 'North Indian', 'Thalis', 'Andhra']",350.0,32,32,32,"harlur road,hsr",40% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,the-naidu-biryani-kudlu-gate-kudlu-gate
Kebab-E-Sultanat,317766,1,HSR,--,"['Awadhi', 'Mughlai', 'North Indian']",400.0,21,21,21,HSR,,,,25.0,,kebab-e-sultanat-hsr-hsr
City of Combos!,332166,1,HSR,--,['North Indian'],300.0,21,21,21,Kudlu Gate,,,,25.0,,city-of-combos!-kudlu-gate-kudlu-gate
Venkataramana nellore mess,211287,1,HSR,4.1,"['South Indian', 'Chinese']",200.0,28,28,28,HSR,30% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,venkataramana-nellore-mess-hsr-hsr
The Roll Pod!,275401,1,Kudlu Gate,4.1,"['Fast Food', 'Snacks', 'Healthy Food', 'Street Food', 'Beverages']",250.0,32,32,32,Kudlu Gate,40% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,it's-all-about-rolls-kudlu-gate-kudlu-gate
Shudh Desi Bhukkad,317882,1,Kudlu Gate,--,['Chinese'],300.0,28,28,28,HSR,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0.0,,shudh-desi-bhukkad-hsr-hsr
BalleLicious Kitchen,70039,1,Kudlu Gate,4.2,"['Punjabi', 'North Indian', 'Chinese', 'Mughlai', 'Desserts', 'Biryani']",250.0,32,32,32,HSR,40% off | Use SWIGGYIT,Percentage,RESTAURANT,0.0,,ballelicious-kitchen-hsr-hsr
Domino's Pizza,49668,1,Bangalore,4.3,['Pizzas'],400.0,30,30,30,Haralur Village,,,,25.0,,dominos-pizza-haralur-village-bellandursarjapur
Lazy Bear,209240,1,Kudlu Gate,4.0,"['North Indian', 'Oriya', 'Chinese', 'Fast Food', 'Home Food']",250.0,33,33,33,Harlur Road,20% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,lazy-bear-bellandur-sarjapur-bellandur-sarjapur
Meghana Foods,323187,1,Kudlu Gate,4.4,"['Biryani', 'Andhra', 'South Indian', 'North Indian', 'Chinese', 'Seafood']",500.0,33,33,33,Kudlu Gate,,,,55.0,,meghana-foods-kudlu-gate-kudlu-gate
SO-BUR,334606,1,Kudlu Gate,4.3,"['American', 'Continental', 'Fast Food']",400.0,36,36,36,Kudlu Gate,40% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,so-bur-kudlu-gate-kudlu-gate
LeanCrust Pizza,313460,1,HSR,--,"['Pizzas', 'Italian', 'Healthy Food']",350.0,27,27,27,Harlur Road,60% off | Use DEAL60,Percentage,RESTAURANT,25.0,,leancrust-pizza-harlur-road-hsr
MEALFUL WRAPS,274772,1,HSR,--,"['Fast Food', 'North Indian', 'Desserts', 'Snacks', 'Indian']",250.0,27,27,27,Harlur Road,60% off | Use DEAL60,Percentage,RESTAURANT,25.0,,mealful-wraps-meals-in-a-wrap-harlur-road-hsr
Itminaan Biryani - Dum Pukht,313595,1,HSR,4.3,"['Biryani', 'North Indian', 'Mughlai']",400.0,29,29,29,Harlur Road,60% off | Use DEAL60,Percentage,RESTAURANT,25.0,,itminaan-dum-pukht-biryani-harlur-road-hsr
Bengali Aahar,285007,1,Kudlu Gate,4.2,"['Bengali', 'Snacks', 'Fast Food', 'Home Food', 'Biryani']",250.0,29,29,29,Kudlu Gate,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0.0,,petoo---bengali-kudlu-gate-kudlu-gate
AHA-ABSOLUTE HYDERABADI AROMAS,326861,1,Kudlu Gate,3.9,['Biryani'],300.0,35,35,35,Kudlu Gate,25% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,aha-absolute-hyderabadi-aromas-kudlu-gate-kudlu-gate
Maareddy's Hyderabad Biryani House,213531,1,Kudlu Gate,3.4,"['Biryani', 'Chinese', 'Indian', 'Tandoor', 'Hyderabadi', 'Andhra', 'Punjabi']",300.0,28,28,28,"PWD Quarters, Harlur",,,,25.0,,maareddy's-hyderabad-biryani-house-electronic-city-electronic-city
Chef Of Shanghai,334348,1,HSR,--,['Chinese'],250.0,28,28,28,HSR,30% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,chef-of-shanghai-hsr-hsr
Combo Junction,334345,1,HSR,--,"['Indian', 'Combo']",200.0,24,24,24,HSR,30% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,combo-junction-hsr-hsr
Mughlai Cravings,235277,1,HSR,4.0,"['Chinese', 'Indian', 'Tandoor', 'Mughlai']",200.0,31,31,31,HSR,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0.0,,cravings-hsr-hsr
Mani's Dum Biryani,170045,1,Arekere,4.1,['Indian'],483.0,35,35,35,Lakshmi Layout Road,10% off | Use SWIGGYIT,Percentage,RESTAURANT,28.0,,manis-dum-biryani-lakshmi-layout-road-kudlu-gate
Pappe De Desi Parathe,330058,1,Kudlu Gate,--,['Indian'],250.0,41,41,41,Kudlu Gate,40% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,pappe-de-desi-parathe-kudlu-gate-kudlu-gate
BIRYANI CO,301150,1,Kudlu Gate,4.4,"['Biryani', 'Mughlai', 'Punjabi', 'North Indian', 'Hyderabadi', 'Kebabs']",500.0,33,33,33,HSR,30% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,biryani-co-hsr-hsr
Istah Shawarma and Biryani,293027,1,Kudlu Gate,4.3,"['Biryani', 'Arabian', 'Lebanese']",250.0,33,33,33,MICRO LABS BOMMANAHALLI,40% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,istah-shawarma-and-biryani-kudlu-gate-kudlu-gate
Aligarh House,81642,1,Kudlu Gate,4.4,"['North Indian', 'Mughlai']",400.0,30,30,30,HSR,,,,25.0,,aligarh-house-hsr-hsr
Telugu Vantillu,316386,1,Kudlu Gate,4.0,"['Andhra', 'Combo', 'Home Food', 'Thai', 'South Indian', 'Indian', 'Beverages', 'Desserts']",250.0,30,30,30,Kudlu Gate,50% off | Use SPECIALS,Percentage,RESTAURANT,27.0,,paratha-pop-cv-raman-nagar-cv-raman-nagar
Donne Biriyani House,45408,1,HSR,3.4,"['Biryani', 'South Indian', 'Combo']",200.0,31,31,31,Koramangala,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0.0,,donne-biriyani-koramangala-1st-block-koramangala
Breakfast Express,220641,1,Kudlu Gate,4.0,"['Continental', 'North Indian', 'South Indian', 'Healthy Food', 'American', 'Beverages', 'British', 'Cafe', 'Combo', 'European', 'Desserts']",200.0,29,29,29,Kudlu,40% off | Use SWIGGYIT,Percentage,RESTAURANT,0.0,,breakfast-express-kudlu-kudlu-gate
Artinci - Healthy Desserts,259581,1,Whitefield ,--,"['Healthy Food', 'Keto', 'Desserts', 'Ice Cream', 'Snacks', 'Beverages', 'Bakery']",300.0,28,28,28,Kudlu Gate,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0.0,,guilt-free-treats--by-artinci-kudlu-gate-kudlu-gate
Udupi Palace,42294,1,HSR,4.2,"['Beverages', 'Biryani', 'Chinese', 'Desserts', 'North Indian', 'South Indian']",150.0,33,33,33,HSR,20% off on orders above ₹149,Percentage,RESTAURANT,28.0,,udupi-palace-00-hsr
Healthful,310683,1,Kudlu Gate,4.0,"['Continental', 'Indian', 'Oriental', 'Healthy Food', 'Pan-Asian', 'Home Food', 'North Indian', 'Chinese', 'Desserts', 'Salads']",250.0,31,31,31,Kudlu Gate,60% off | Use DEAL60,Percentage,RESTAURANT,0.0,,food-street-kudlu-gate-kudlu-gate
Freshery,249310,1,Kudlu Gate,4.5,"['Healthy Food', 'Juices', 'Beverages', 'Combo', 'Salads', 'Snacks', 'Vegan']",200.0,30,30,30,Haralakunte Village,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0.0,,freshery-haralakunte-village-kudlu-gate
Bengali Rannaghor,312906,1,Kudlu Gate,3.8,"['Bengali', 'Home Food', 'Indian', 'Thalis']",300.0,33,33,33,Kudlu Gate,60% off | Use DEAL60,Percentage,RESTAURANT,27.0,,bengali-rannaghor-kudlu-gate-kudlu-gate
FUEL,344467,1,HSR,--,"['Healthy Food', 'Juices']",149.0,33,33,33,Kudlu Gate,20% off on orders above ₹250,Percentage,RESTAURANT,25.0,,fuel-kudlu-gate-kudlu-gate
PATUK BANGALI,337086,1,Kudlu Gate,4.0,"['Bengali', 'Snacks', 'Chaat']",250.0,35,35,35,Kudlu Gate,50% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,patuk-bangali-kudlu-gate-kudlu-gate
Al Daaz,59593,1,HSR,4.3,"['American', 'Arabian', 'Chinese', 'Desserts', 'Fast Food', 'Mughlai', 'North Indian']",400.0,48,48,48,HSR,,,,28.0,,al-daaz-hsr-hsr
Donne Biriyanis Junction,320177,1,HSR,3.1,"['Biryani', 'Indian']",300.0,32,32,32,HSR,40% off | Use SWIGGYIT,Percentage,RESTAURANT,0.0,,donne-biriyanis-junction-hsr-hsr
Coal Spark Restaurant,290156,1,HSR,4.1,"['Arabian', 'North Indian', 'Chinese', 'Biryani', 'Barbecue', 'Desserts', 'Juices', 'Ice Cream', 'Seafood', 'Kerala', 'Tandoor']",250.0,38,38,38,HSR,30% off on orders above ₹149,Percentage,RESTAURANT,25.0,,coal-spark-restaurant-hsr-hsr
Families Food Court,71937,1,HSR,3.9,"['Chinese', 'North Indian']",300.0,26,26,26,Kudlu gate,,,,25.0,,families-food-court-kudlu-gate-test-prod-area
NMR Multicuisine Restaurant,110514,1,Kudlu Gate,3.7,"['Chinese', 'North Indian', 'Beverages', 'Seafood']",300.0,27,27,27,AECS Layout,,,,25.0,,nmr-multicuisine-restaurant-kudlu_gate
Faasos,210185,1,Kudlu Gate,4.3,"['Fast Food', 'North Indian']",500.0,36,36,36,AECS Layout,60% off | Use DEAL60,Percentage,RESTAURANT,25.0,,faasos-aecs-layout-kudlu-gate
The Good Bowl,210198,1,Kudlu Gate,--,"['Fast Food', 'North Indian']",400.0,27,27,27,AECS Layout,50% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,the-good-bowl-aecs-layout-kudlu-gate
SAPTAPADI KOLKATA,336354,1,Kudlu Gate,4.6,"['Bengali', 'Biryani', 'Snacks']",300.0,38,38,38,Kudlu Gate,,,,25.0,,saptapadi-kolkata-kudlu-gate-kudlu-gate
THE KOLKATTA	CUISINE,301675,1,Kudlu Gate,4.1,"['Bengali', 'Chaat', 'Snacks']",200.0,30,30,30,Kudlu Gate,50% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,the-kolkatta	cuisine-kudlu-gate-kudlu-gate
BENGALI EXPERIMENTS,338930,1,Kudlu Gate,--,"['Bengali', 'Snacks', 'Chaat']",250.0,31,31,31,Kudlu Gate,,,,25.0,,bengali-experiments-kudlu-gate-kudlu-gate-2
Behrouz Biryani,210187,1,Kudlu Gate,4.2,['Biryani'],600.0,35,35,35,AECS Layout,20% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,behrouz-biryani-aecs-layout-kudlu-gate
The Daily Diner,305833,1,HSR,3.8,"['North Indian', 'Indian', 'Beverages', 'Home Food', 'Combo', 'Healthy Food', 'South Indian']",250.0,33,33,33,"Link Rd, BDA Layout",50% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,paratha-combo-link-rd-bda-layout-hsr
Sandwich Guru,174784,1,HSR,4.4,"['Fast Food', 'Snacks', 'Beverages']",99.0,29,29,29,HSR LAYOUT,45% off on all orders,Percentage,RESTAURANT,28.0,,sandwich-guru-hsr
Rusbury Fresh Sweets and Savouries,128140,1,Kudlu Gate,4.2,"['Sweets', 'Desserts', 'Street Food', 'Chaat']",150.0,32,32,32,ACES Layout,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0.0,,rusbury-fresh-sweets-savouries-test-prod-area
NEW AMBUR HOT DUM BIRIYANI,338556,1,Kudlu Gate,--,['Biryani'],200.0,30,30,30,Kudlu Gate,,,,25.0,,new-ambur-hot-dum-biriyani-kudlu-gate-kudlu-gate
Halli Mane Badoota,110421,1,Kudlu Gate,4.1,"['South Indian', 'North Indian', 'Seafood']",250.0,31,31,31,AECS MAIN ROAD,,,,25.0,,halli-mane-badoota-central-bangalore
Night Fox,69729,1,Electronic City,2.9,"['Chinese', 'South Indian', 'North Indian', 'Desserts', 'Fast Food', 'Andhra', 'Beverages', 'Mughlai', 'Seafood', 'Punjabi', 'Hyderabadi']",300.0,39,39,39,Singasandra,30% off on orders above ₹189,Percentage,RESTAURANT,25.0,,night-fox-kudlu-gate-test-prod-area
Quickie.in,308486,1,HSR,4.3,"['Snacks', 'Beverages']",200.0,31,31,31,HSR,15% off on all orders,Percentage,RESTAURANT,25.0,,quickie.in-hsr-hsr
Happy Days,93589,1,Electronic City,2.8,"['Chinese', 'South Indian', 'North Indian', 'Desserts', 'Fast Food', 'Andhra', 'Beverages', 'Mughlai', 'Seafood', 'Punjabi', 'Hyderabadi']",300.0,34,34,34,Electronic city,30% off on orders above ₹189,Percentage,RESTAURANT,25.0,,happy-days-electronic-city-kudlu_gate
Ovenstory Pizza,210188,1,Kudlu Gate,4.2,['Pizzas'],600.0,39,39,39,AECS Layout,40% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,ovenstory-pizza-aecs-layout-kudlu-gate
Khichdi Experiment,184156,1,HSR,4.4,"['Home Food', 'Healthy Food', 'Indian']",250.0,31,31,31,"Link Rd, BDA Layout",50% off | Use SPECIALS,Percentage,RESTAURANT,25.0,,khichidi-experiment-27th-main-hsr-layout-hsr
The Biryani Experiment,219721,1,HSR,4.0,"['Mughlai', 'Biryani']",500.0,35,35,35,"Link Rd, BDA Layout",40% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,isfahani-biryani-link-rd-bda-layout-hsr
Sweet Truth,210192,1,Kudlu Gate,--,['Desserts'],500.0,27,27,27,AECS Layout,30% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,sweet-truth-aecs-layout-kudlu-gate
The Biryani Life,210199,1,Kudlu Gate,3.4,"['Biryani', 'Mughlai', 'Indian']",250.0,32,32,32,AECS Layout,50% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,the-biryani-life-aecs-layout-kudlu-gate
Chaikada,302646,1,Bellandur Sarjapur,3.8,['Kerala'],150.0,39,39,39,Bellandur Sarjapur,,,,25.0,,chaikada-bellandur-sarjapur-bellandur-sarjapur
BAWARCHI,279306,1,Kudlu Gate,--,['Indian'],200.0,47,47,47,Kudlu Gate,,,,25.0,,bawarchi-kudlu-gate-kudlu-gate
Star Punjab,316254,1,Kudlu Gate,--,['Snacks'],300.0,27,27,27,Sai Sree layout haralur main road,,,,25.0,,star-punjab-kudlu-gate-kudlu-gate
Amaravathi Biryani Zone,245012,1,Kudlu Gate,--,"['Chinese', 'North Indian', 'South Indian']",199.0,47,47,47,Kudlu Gate,,,,25.0,,amaravathi-biryani-zone-kudlu-gate-kudlu-gate
LunchBox,210200,1,Kudlu Gate,3.6,['North Indian'],300.0,34,34,34,AECS Layout,50% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,lunchbox-aecs-layout-kudlu-gate
Immunity Booster Meals by Lunchbox,263814,1,Kudlu Gate,--,"['North Indian', 'Desserts', 'Biryani']",200.0,27,27,27,AECS Layout,40% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,navratri-meals-by-faasos-aecs-layout-kudlu-gate
SLAY Coffee,219174,1,Kudlu Gate,4.5,"['Beverages', 'Cafe', 'Desserts']",200.0,35,35,35,AECS Layout,60% off | Use DEAL60,Percentage,RESTAURANT,25.0,,slay-coffee-aecs-layout-kudlu-gate
Firangi Bake,210191,1,Kudlu Gate,4.4,"['Italian', 'Spanish', 'Mexican', 'Continental']",500.0,38,38,38,AECS Layout,40% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,firangi-bake-aecs-layout-kudlu-gate
Meal Studio,231932,1,HSR,4.2,"['North Indian', 'Indian', 'Combo', 'Desserts', 'Beverages', 'Home Food', 'Healthy Food', 'Thalis', 'South Indian']",300.0,26,26,26,24th main Parangipalya,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0.0,,meals-studio-hsr-hsr
Simplee shawarma,262220,1,HSR,4.2,"['Indian', 'Arabian', 'Fast Food', 'Beverages', 'Italian', 'Lebanese']",160.0,33,33,33,Sector 2,15% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,simplee-shawarma-hsr-hsr
Mr CANE,231181,1,Kudlu Gate,--,['Juices'],100.0,27,27,27,Kudlu Gate,,,,25.0,,mr-cane-kudlu-gate-kudlu-gate
Gulpp,305857,1,HSR,--,"['Beverages', 'Desserts']",150.0,27,27,27,"Link Rd, BDA Layout",,,,25.0,,beverages-shakes-link-rd-bda-layout-hsr
Kapoor's Cafe,27746,1,HSR,4.2,['North Indian'],500.0,33,33,33,HSR Sector 1,10% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,kapoors-cafe-hsr-hsr
Vms Star Biriyani,151386,1,Electronic City,4.2,['Fast Food'],250.0,29,29,29,C K NAGAR,,,,28.0,,vms-star-biriyani-na-electronic-city
JUMBO SANDWICH,337344,1,HSR,--,"['Continental', 'Beverages']",300.0,33,33,33,HSR,,,,28.0,,jumbo-sandwich-hsr-hsr
Bowlsome,219699,1,HSR,4.4,"['Indian', 'North Indian', 'Desserts']",250.0,34,34,34,"Link Rd, BDA Layout",50% off | Use SWIGGYIT,Percentage,RESTAURANT,25.0,,bowlsome-link-rd-bda-layout-hsr
Idli Master,314260,1,Kudlu Gate,--,"['South Indian', 'Chinese']",180.0,39,39,39,Kudlu Gate,,,,25.0,,idli-master-kudlu-gate-kudlu-gate
Mumbai Tiffin,171768,1,HSR,4.5,"['North Indian', 'Home Food', 'Thalis', 'Combo']",400.0,37,37,37,Sector 5,,,,28.0,,mumbai-tiffin-room-sector-5-hsr
Paratha Experiment,254868,1,HSR,4.2,"['North Indian', 'Punjabi']",200.0,33,33,33,"Link Rd, BDA Layout",60% off | Use DEAL60,Percentage,RESTAURANT,25.0,,paratha-experiment-link-rd-bda-layout-hsr
THE HOMESTYLE KITCHEN,338400,1,Kudlu Gate,--,['South Indian'],200.0,38,38,38,Kudlu Gate,,,,25.0,,the-homestyle-kitchen-kudlu-gate-kudlu-gate
Chaayos Meri Wali Chai,334867,1,HSR,4.5,"['Bakery', 'Beverages', 'Cafe', 'Chaat', 'Desserts', 'Fast Food', 'Healthy Food', 'Home Food', 'Italian', 'Maharashtrian', 'Snacks', 'Street Food', 'Sweets']",250.0,30,30,30,Chaayos  HSR Layout,40% off | Use SWIGGYIT,Percentage,RESTAURANT,28.0,,chaayos-meri-wali-chai-chaayos-hsr-layout-hsr
MUMBAI 99 VARIETY DOSA,295487,1,HSR,--,"['South Indian', 'Fast Food', 'Beverages']",99.0,34,34,34,HSR,,,,28.0,,mumbai-99-variety-dosa-hsr-hsr
125 gms,253630,1,HSR,--,"['Cafe', 'Chinese', 'Combo', 'Indian']",150.0,32,32,32,HSR,,,,25.0,,125-gms-hsr-hsr-2
Beijing Bites,487,1,Bellandur Sarjapur,4.0,"['Chinese', 'Thai']",450.0,30,30,30,Haralur Main Road,40% off | Use SWIGGYIT,Percentage,RESTAURANT,0.0,,beijing-bites-next-to-spencer-super-market-bellandursarjapur
Parathazz n Paprizz,243963,1,Bellandur Sarjapur,--,['North Indian'],400.0,34,34,34,Bellandur Sarjapur,50% off | Use SWIGGYIT,Percentage,RESTAURANT,28.0,,mera-wala-paratha-bellandur-sarjapur-bellandur-sarjapur
KFC,17308,1,Bellandur Sarjapur,4.1,['Fast Food'],400.0,36,36,36,Total Mall,,,,28.0,,kfc-sarjapur-bellenduru-bellandursarjapur
